#ImgName,CAM_PosX(m),CAM_PosY(m),CAM_PosZ(m),CAM_QuatS,CAM_QuatV1,CAM_QuatV2,CAM_QuatV3,Time,SUN_LosX,SUN_LosY,SUN_LosZ,EARTH_PosX(m),EARTH_PosY(m),EARTH_PosZ(m),EARTH_QuatS,EARTH_QuatV1,EARTH_QuatV2,EARTH_QuatV3
tsiolkovsky,-1763912,1326892,164061,0.022152,0.921281,-0.05561,0.384262,April 15 1970 00:54:44
