#ImgName,CAM_PosX(m),CAM_PosY(m),CAM_PosZ(m),CAM_QuatS,CAM_QuatV1,CAM_QuatV2,CAM_QuatV3,Time,SUN_LosX,SUN_LosY,SUN_LosZ,EARTH_PosX(m),EARTH_PosY(m),EARTH_PosZ(m),EARTH_QuatS,EARTH_QuatV1,EARTH_QuatV2,EARTH_QuatV3
earth_rise,-731311.5,1658105,-358828.5,0.72102797,-0.14623454,0.67570243,-0.04647955,"16:39:39 December 24 1968"
